[18-56-09] [ENTRY]: [Nathan]
[18-56-09] [SYSTEM_IO]: System data pared in IOUtil's static block
[18-56-11] [LOGIN]: [AUTOCYPHER ATTEMPT]
[18-56-11] [JAVA ARGS]: [LOCATION] [La casa de Nathan]
[18-56-11] [LOGIN]: [AUTOCYPHER PASS, e5a50641-21d1-3654-b738-c0e4b2dc61b1]
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-35] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-35] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-35] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-36] [SYSTEM_IO]: Userdata requested: OutputBorder
[18-56-36] [SYSTEM_IO]: Userdata requested: InputBorder
[18-56-36] [SYSTEM_IO]: Userdata requested: FullScreen
[18-56-36] [SYSTEM_IO]: Userdata requested: FullScreen
[18-56-36] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[18-56-36] [SYSTEM_IO]: Userdata requested: OutputFill
[18-56-36] [SYSTEM_IO]: Userdata requested: InputFill
[18-56-36] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-36] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-36] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-37] [SYSTEM_IO]: Userdata requested: OutputBorder
[18-56-37] [SYSTEM_IO]: Userdata requested: InputBorder
[18-56-37] [SYSTEM_IO]: Userdata requested: FullScreen
[18-56-37] [SYSTEM_IO]: Userdata requested: FullScreen
[18-56-37] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[18-56-37] [SYSTEM_IO]: Userdata requested: OutputFill
[18-56-37] [SYSTEM_IO]: Userdata requested: InputFill
[18-56-37] [SYSTEM_IO]: Userdata requested: filterchat
[18-56-37] [SYSTEM_IO]: Userdata requested: clockonconsole
[18-56-37] [SYSTEM_IO]: Userdata requested: inputfill
[18-56-38] [SYSTEM_IO]: Userdata requested: ffmpegpath
[18-56-38] [SYSTEM_IO]: Userdata requested: youtubedlpath
[18-56-39] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [708655865], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[18-56-42] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(0, 0, 140, 38)], hash = [1009339758], parentFrame = [Edit User], associated text = [   Validate   ], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[18-56-45] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(0, 0, 140, 38)], hash = [1009339758], parentFrame = [Edit User], associated text = [   Validate   ], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[18-57-08] [ACTION]: Component name = [cyder.ui.DragLabel], bounds = [(2, 2, 896, 28)], hash = [1157126297], parentFrame = [Edit User], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[18-57-08] [ACTION]: CyderFrame disposed with fastclose: false, CyderFrame: Component name = [cyder.ui.CyderFrame], bounds = [(719, 412, 900, 580)], hash = [681569845], parentFrame = [Object itself is the top level frame], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [Edit User]
[18-57-08] [SYSTEM_IO]: Userdata requested: OutputBorder
[18-57-08] [SYSTEM_IO]: Userdata requested: InputBorder
[18-57-08] [SYSTEM_IO]: Userdata requested: FullScreen
[18-57-08] [SYSTEM_IO]: Userdata requested: FullScreen
[18-57-08] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[18-57-08] [SYSTEM_IO]: Userdata requested: OutputFill
[18-57-08] [SYSTEM_IO]: Userdata requested: InputFill
[18-57-08] [SYSTEM_IO]: Userdata requested: closeanimation
[EXTERNAL STOP] Cyder was force closed by an external entity such as an IDE stop or the OS' Task Manager
