[16-52-11] [ENTRY]: [Nathan]
[16-52-11] [SYSTEM_IO]: System data pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: Suggestions pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: Exit conditions pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: DebugHashes pared in IOUtil's static block
[16-52-13] [LOGIN]: [AUTOCYPHER ATTEMPT]
[16-52-13] [JAVA ARGS]: [LOCATION] [La casa de Nathan]
[16-52-13] [LOGIN]: [AUTOCYPHER PASS, e5a50641-21d1-3654-b738-c0e4b2dc61b1]
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-43] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-47] [CLIENT]: compacttextmode
[16-52-47] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-47] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-47] [SYSTEM_IO]: Userdata requested: OutputBorder
[16-52-47] [SYSTEM_IO]: Userdata requested: InputBorder
[16-52-47] [SYSTEM_IO]: Userdata requested: FullScreen
[16-52-47] [SYSTEM_IO]: Userdata requested: FullScreen
[16-52-47] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[16-52-47] [SYSTEM_IO]: Userdata requested: OutputFill
[16-52-47] [SYSTEM_IO]: Userdata requested: InputFill
[16-52-47] [HANDLE]: CONSOLE PREFERENCE TOGGLE HANDLED
[16-52-47] [HANDLE]: FINAL HANDLE
[16-52-47] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-47] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-47] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-47] [CONSOLE_OUT]: [STRING] Compact Text set to true
[16-52-49] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-49] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-49] [SYSTEM_IO]: Userdata requested: Background
[16-52-49] [SYSTEM_IO]: Userdata requested: Background
[16-52-49] [SYSTEM_IO]: Userdata requested: Font
[16-52-49] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(20, 175, 50, 250)], hash = [1629623284], parentFrame = [Edit User], associated text = [<], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-49] [ACTION]: [Edit User] [NOTIFICATION] Loading fonts...
[16-52-50] [ACTION]: [Edit User] [NOTIFICATION] Fonts loaded
[16-52-50] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-50] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-52] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-52] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-52] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-52] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-52] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-52] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-52] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-52] [SYSTEM_IO]: Userdata requested: ffmpegpath
[16-52-52] [SYSTEM_IO]: Userdata requested: youtubedlpath
[16-52-52] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-53] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-54] [WIDGET OPENED]: AUDIO PLAYER
[16-52-55] [ACTION]: [AUDIO PLAYER] Jake Hill - Stay.mp3
[16-52-56] [ACTION]: Component name = [cyder.ui.DragLabel], bounds = [(2, 2, 496, 28)], hash = [324582496], parentFrame = [Flash Player], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-56] [ACTION]: CyderFrame disposed with fastclose: false, CyderFrame: Component name = [cyder.ui.CyderFrame], bounds = [(521, 678, 500, 225)], hash = [339740814], parentFrame = [Object itself is the top level frame], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [Flash Player]
[16-52-56] [SYSTEM_IO]: Userdata requested: closeanimation
[16-54-01] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-54-01] [SYSTEM_IO]: Userdata requested: Name
[16-54-01] [LOGOUT]: [Nathan]
[16-54-01] [ACTION]: CyderFrame disposed with fastclose: false, CyderFrame: Component name = [cyder.ui.ConsoleFrame], bounds = [(1345, 397, 743, 708)], hash = [1989811701], parentFrame = [Object itself is the top level frame], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [Stellar Cyder [Nathan]]
[16-54-01] [SYSTEM_IO]: Userdata requested: closeanimation
[16-54-01] [EXIT]: [RUNTIME] 1m 50s
[16-54-01] [EOL]: Log completed, exiting Cyder with exit code: 25 [Genesis Controlled Exit], exceptions thrown: 0
