[16-50-57] [ENTRY]: [Nathan]
[16-50-57] [SYSTEM_IO]: System data pared in IOUtil's static block
[16-50-57] [SYSTEM_IO]: Suggestions pared in IOUtil's static block
[16-50-57] [SYSTEM_IO]: Exit conditions pared in IOUtil's static block
[16-50-57] [SYSTEM_IO]: DebugHashes pared in IOUtil's static block
[16-50-58] [ACTION]: User e5a50641-21d1-3654-b738-c0e4b2dc61b1 was found to have an outdated userdata.json; preference injection was attempted on the following: [compacttextmode=0]
[16-50-59] [LOGIN]: [AUTOCYPHER ATTEMPT]
[16-50-59] [JAVA ARGS]: [LOCATION] [La casa de Nathan]
[16-50-59] [LOGIN]: [AUTOCYPHER PASS, e5a50641-21d1-3654-b738-c0e4b2dc61b1]
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-17] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-17] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: OutputBorder
[16-51-18] [SYSTEM_IO]: Userdata requested: InputBorder
[16-51-18] [SYSTEM_IO]: Userdata requested: FullScreen
[16-51-18] [SYSTEM_IO]: Userdata requested: FullScreen
[16-51-18] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[16-51-18] [SYSTEM_IO]: Userdata requested: OutputFill
[16-51-18] [SYSTEM_IO]: Userdata requested: InputFill
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-18] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-18] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-20] [ACTION]: Component name = [cyder.ui.DragLabel], bounds = [(2, 2, 896, 28)], hash = [1781970488], parentFrame = [Edit User], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-51-20] [ACTION]: CyderFrame disposed with fastclose: false, CyderFrame: Component name = [cyder.ui.CyderFrame], bounds = [(672, 456, 900, 580)], hash = [72112972], parentFrame = [Object itself is the top level frame], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [Edit User]
[16-51-20] [SYSTEM_IO]: Userdata requested: OutputBorder
[16-51-20] [SYSTEM_IO]: Userdata requested: InputBorder
[16-51-20] [SYSTEM_IO]: Userdata requested: FullScreen
[16-51-20] [SYSTEM_IO]: Userdata requested: FullScreen
[16-51-20] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[16-51-20] [SYSTEM_IO]: Userdata requested: OutputFill
[16-51-20] [SYSTEM_IO]: Userdata requested: InputFill
[16-51-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-51-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-51-43] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-51-43] [SYSTEM_IO]: Userdata requested: Name
[16-51-43] [LOGOUT]: [Nathan]
[16-51-43] [ACTION]: CyderFrame disposed with fastclose: false, CyderFrame: Component name = [cyder.ui.ConsoleFrame], bounds = [(400, 437, 743, 708)], hash = [947553027], parentFrame = [Object itself is the top level frame], associated text = [No getText() method found], tooltip text = [No getTooltipText() method found], title = [Stellar Cyder [Nathan]]
[16-51-43] [SYSTEM_IO]: Userdata requested: closeanimation
[16-51-43] [EXIT]: [RUNTIME] 46s
[16-51-43] [EOL]: Log completed, exiting Cyder with exit code: 25 [Genesis Controlled Exit], exceptions thrown: 0
